pathway	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S53	S54	S55	S57	S58	S58.new	S59	S59.new	S6	S60	S60.new	S61	S62	S63	S64	S65	S67	S69	S7	S70	S71	S72	S75	S76	S77	S78	S79	S8	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S9	S90	S56
ko00010	1133.0345	1329.668	1330.9085	1340.221	719.811	1575.696	731.7662	1420.2852	1460.817	1273.369	1234.369	1112.2902	1490.517	1333.9265	1611.488	1357.733	881.1902	1512.0398	1385.8825	1348.4515	1996.7782	1725.0255	1619.5855	1480.8183	1227.323	1547.7627	810.5395	1551.8108	1161.2247	1048.9445	1094.7198	1214.1212	1693.5797	1530.5952	1365.9382	1285.48	1377.006	1110.0795	1391.8935	1303.7548	1363.9788	1081.988	1191.958	1344.195	1317.637	1072.754	1375.2745	738.7828	1076.6405	1237.5815	1473.3848	1178.4273	1398.3995	1125.0303	1228.292	878.6278	1456.9448	1080.4242	635.4222	658.694	1347.0643	1396.178	1355.2803	869.22	1319.8888	750.8825	1859.9958	783.4118	1372.7517	702.6198	807.5598	1271.4247	810.313	1190.026	1300.5927	1036.2048	1144.2067	818.0443	970.0112	1162.243	1020.3822	1376.3493	935.4562	1357.4605	1628.3382	786.0803	1736.9688	1205.4695	1347.5785
ko00020	619.9541	650.247	1183.7711	1101.8563	694.5078	902.2178	706.9178	771.9607	758.483	669.2311	644.9219	662.5819	777.9678	690.1237	949.6848	627.5467	665.3489	765.0963	805.8256	665.2637	893.9744	994.1719	1075.2811	815.7944	551.7748	730.5011	410.7374	998.9011	748.3515	730.2959	602.5337	593.4933	797.7511	878.2385	694.8685	802.6407	703.2693	569.6619	788.783	863.8796	636.1481	634.7567	650.9711	763.127	665.1489	583.57	752.233	747.9367	693.0296	1029.0589	1279.3637	968.2015	1200.4281	1434.343	1238.6985	844.6348	757.0926	973.6359	740.2322	480.1348	1519.8578	1367.7507	1246.3648	905.8889	1350.0426	891.5411	1247.397	896.0915	1144.9137	639.29	696.2067	1129.9696	942.8296	1197.5978	1518.027	712.917	985.1674	755.78	905.3074	1069.4548	1220.7263	1558.5178	857.2041	1077.4785	1542.7989	667.2607	1480.1426	1088.8704	1328.6837
ko00030	1693.2155	2116.5691	1937.5109	2085.5909	727.1118	2605.9918	706.8777	2207.2105	2189.2836	1980.8932	1818.6595	1725.2118	2333.6673	2127.8095	2609.9795	2105.3905	1228.5368	2246.49	2335.135	2171.1673	2727.0382	2471.6295	2451.6555	2315.2377	2020.6123	2411.2555	1039.8868	2469.6664	1643.4064	1474.2218	1761.3127	1700.4545	2411.0041	2441.3127	2036.8014	1901.5782	1821.0841	1652.71	1980.0073	2029.5077	2214.7068	1510.2314	1925.5427	2121.6814	2180.2895	1529.63	2099.7023	867.1073	1471.8559	1978.5532	2340.7091	1786.4482	1963.4473	1653.1836	1884.0195	982.8655	2433.0841	1468.1586	1018.72	1105.7505	2024.5286	2178.8595	2102.6923	1111.1686	1982.7795	1143.4373	3139.175	1217.625	2078.4291	1133.1441	1329.4318	2064.8459	1225.9814	1763.8241	1955.6627	1396.4291	1883.4436	1216.8909	1587.2727	1775.6759	1528.6527	2127.74	1544.7645	2259.6632	2157.955	1324.6727	2142.46	1871.0714	2222.4136
ko00040	613.2577	734.9465	1102.6958	877.8454	244.6919	1064.6115	231.5408	941.2854	921.8046	698.9631	671.515	555.9004	797.385	806.0469	957.7673	679.3477	493.3973	786.8646	884.8431	895.2635	722.5046	987.3158	845.0115	726.54	687.7835	843.0696	281.6923	1232.8246	694.4865	612.9623	764.0308	606.89	838.7792	929.0608	804.3069	749.975	654.4458	612.8058	753.7135	790.8292	795.3742	534.4735	711.2431	783.1373	796.8196	487.2573	864.4412	396.3962	573.5	973.8896	1131.3962	947.1712	925.7938	614.4515	1008.9123	345.38	825.5908	765.9112	467.4862	452.1908	1313.4865	1466.3869	1036.8146	572.9681	1214.7019	844.0492	1415.9919	594.3773	953.9038	573.4269	652.32	921.8992	754.5723	952.7158	1526.1104	522.1919	853.0762	673.9604	832.7519	876.8219	1162.2292	1310.6058	836.8038	1069.4327	1259.7215	657.4342	1259.5008	984.4008	1462.9023
ko00051	1049.6336	1406.8991	1351.2433	1168.8433	613.4015	1331.5052	638.4936	1376.2045	1527.2209	1247.6888	1192.1052	1047.0558	1504.7594	1231.3945	1441.3409	1514.5036	937.0545	1614.3724	1295.827	1365.5852	1259.3997	1528.2852	1516.7439	1278.6645	1517.2936	1830.25	646.7539	1604.8918	1203.0664	1002.6127	1008.2376	1076.3458	1527.7197	1439.0321	1349.2409	1362.6064	1168.6436	1026.0673	1368.7836	1154.3521	1605.1691	1021.43	1069.5145	1370.4318	1371.7812	1100.3418	1320.0882	745.6291	939.7412	1179.3973	1567.4482	1173.8867	1269.3364	1108.6082	1204.9003	801.6591	1690.1436	1004.8652	694.1176	612.7712	1456.4382	1454.36	1191.1133	824.4103	1339.4788	912.1212	1772.6794	662.8967	1299.4385	647.0042	725.567	1144.1582	808.4821	1159.5124	1457.6233	905.1561	1023.137	797.9655	924.5909	1066.38	1092.9255	1362.6152	891.0282	1212.9803	1592.8618	716.6694	985.8606	1083.7391	1367.8306
ko00052	1144.6038	1291.6121	1645.1655	1290.5593	876.6948	1687.2793	883.69	1520.6997	1753.1503	1333.0345	1229.2355	1147.7779	1517.441	1437.121	1700.7234	1456.5352	1038.49	1726.0845	1542.5566	1387.9634	1619.3634	1904.5524	1565.9893	1419.3172	1442.9962	1788.9062	628.7052	1778.8759	1100.1272	1114.3362	1189.8776	1181.6307	1651.929	1493.9807	1330.3217	1279.1617	1209.1148	1147.879	1671.4634	1254.7621	1565.0672	1046.2797	1212.6948	1290.9621	1431.0614	999.6062	1509.869	916.8893	1054.4007	1337.0414	1558.9938	1456.0434	1519.7948	876.4824	1545.9259	1004.4362	1759.5783	1234.7803	574.7386	691.0021	1600.0166	1867.1038	1652.8879	1108.8603	1697.8448	954.4166	2354.9376	612.8466	1449.5814	741.9659	797.1276	1320.7252	808.7221	1360.3569	1854.2976	1142.3176	1341.2779	872.6948	1011.331	1083.1593	1294.3941	1774.0352	996.6028	1601.2134	1821.0128	779.971	1063.431	1410.7203	1688.7672
ko00053	281.0533	202.0822	335.665	199.4767	84.0344	386.5606	77.3	318.3672	334.0956	250.9856	222.0778	233.2056	266.6361	339.2483	368.5161	195.5839	187.7594	317.4717	231.3306	340.6778	183.6572	269.3467	216.7339	294.0172	181.0611	259.085	109.0572	326.7422	317.2617	293.2183	229.9994	210.3906	249.6572	252.3667	318.8622	261.7511	282.6178	168.9056	211.7528	219.1467	222.1794	214.9767	242.4828	233.0883	270.4722	177.8072	268.1744	118.9689	172.5944	278.9778	367.5583	262.2856	205.5872	231.3172	260.5522	112.06	266.1583	249.9833	150.8111	204.6067	314.5667	380.8678	309.6544	145.5333	289.5944	202.5439	477.7361	218.5606	228.3733	148.9794	133.7322	229.55	205.2789	269.5178	330.2156	284.6833	203.2844	178.3944	190.5756	246.3239	267.1578	308.6822	211.2239	262.7733	460.6339	126.5722	651.4694	340.845	315.2206
ko00061	1466.5992	2010.6477	1860.6638	2386.2246	738.5546	2173.0946	769.9854	2104.3985	2236.2108	1903.49	1704.8185	1683.2815	2278.7554	1750.8523	2338.6308	1842.1585	1134.9154	2311.4338	2044.8646	1919.9423	2914.7385	2160.3038	2454.2992	2340.4308	1463.75	1998.1015	1132.2808	2199.1669	1470.1392	1425.0923	1612.7323	1663.1369	2193.3223	2222.7708	1832.0962	1629.6615	1930.5515	1453.1877	1985.2331	2254.6154	1560.7131	1548.0838	1844.9515	1925.7977	1905.7085	1476.0308	2192.2923	803.7554	1499.24	1818.2615	2007.4792	1761.0	2178.3892	1694.1777	1920.1754	1160.6115	1855.28	1518.9085	1146.4146	1123.2892	1983.9654	2086.6585	2177.8331	1133.41	1986.5077	1223.8792	2475.8354	1729.7115	2260.9677	1065.2169	1309.4438	2172.3815	1307.7515	1777.0669	1792.2708	1183.6169	1908.5715	1174.8354	1671.5869	1854.5038	1517.6038	1981.7623	1651.8108	2032.0954	2353.6131	1268.37	3188.2638	1813.0946	1980.0962
ko00071	368.0587	354.1071	476.5904	370.3275	135.7225	417.5175	127.7883	374.9679	343.2504	321.97	272.8362	262.9012	377.7138	360.93	410.9842	299.3821	195.2933	319.5908	369.4917	288.8788	463.2954	398.3104	420.8821	343.0075	299.6971	353.7238	214.7612	361.06	321.0975	299.4617	271.8021	315.4162	510.8379	382.6554	397.7867	371.5821	367.7758	326.1046	277.29	354.4358	372.4125	248.4946	287.0258	363.7996	345.4875	348.5438	333.8554	160.7717	284.0058	322.9542	396.8504	326.54	363.2292	306.2146	390.2362	192.5067	391.675	290.5467	160.8367	232.665	451.5033	454.1792	411.1171	220.2996	427.5333	242.3413	420.6908	214.82	406.4433	249.4875	270.5658	359.5675	296.9888	359.5821	435.9775	309.0858	330.4571	267.1771	291.7354	461.6821	350.6012	500.5712	303.2946	378.3212	525.5971	267.8038	1803.8921	382.6942	440.5596
ko00072	326.9075	705.2075	397.52	524.0	89.6375	377.16	90.1425	451.2325	206.7975	354.9175	0.0	356.43	528.4725	226.49	323.755	481.0575	132.75	150.58	553.435	0.0	978.2775	338.0475	215.5675	471.695	491.0425	0.0	300.14	240.9425	462.3325	363.3925	206.03	281.1175	451.31	498.8075	521.0	362.87	554.725	0.0	101.46	605.5175	650.61	298.4625	437.4625	600.5775	450.2375	552.765	214.855	107.295	343.805	297.8525	297.3925	189.185	158.3125	166.4125	157.51	102.0475	560.8975	208.205	130.81	336.78	235.91	165.65	160.42	126.965	314.25	68.3525	333.41	157.01	476.6575	221.2075	290.02	410.88	120.1	187.8325	90.625	168.975	279.865	151.715	290.7025	407.625	75.6075	281.1875	270.5375	347.365	622.235	273.775	4110.3975	132.1325	248.1525
ko00100	3.5	1.75	8.625	0.125	101.9788	4.0412	104.085	15.6462	3.2088	0.375	17.9163	1.1719	0.5825	2.3338	0.3325	12.645	69.395	0.0412	0.125	0.6662	0.0	1.3538	0.4175	0.0838	11.8338	6.0825	4.0	0.125	16.98	31.3338	0.4162	0.4588	0.3338	0.7912	1.2912	0.5412	1.7712	0.625	31.9588	3.7912	9.2912	22.0413	0.1662	0.4588	0.4162	1.375	1.5412	93.3325	21.0825	0.9531	0.1675	3.75	1.3538	5.4788	3.1237	84.0212	0.125	25.2644	22.8125	0.1819	0.0838	0.0312	2.3338	66.605	13.125	0.26	1.0625	58.1038	4.6038	0.875	1.0725	0.365	0.25	1.0838	20.2556	51.01	11.8225	1.3806	1.2869	0.3906	3.6662	1.6875	0.1975	12.0044	3.4844	0.375	70.3963	1.0	2.4588
ko00120	116.6922	111.2278	234.4656	146.5233	23.6144	188.8067	28.1878	142.0422	149.3156	118.9211	57.2422	168.5389	240.8256	165.7211	124.1956	141.1533	38.2656	262.0322	142.0456	59.2744	564.5744	258.2589	163.1189	124.4289	125.1467	164.1678	39.47	194.1922	96.3411	89.2789	111.9511	71.8867	192.5589	168.0456	114.6956	132.6211	122.8	68.9289	153.3644	107.6156	166.0611	61.3367	123.5411	129.9356	120.04	78.4233	152.9233	48.1222	113.4311	181.3378	201.0656	187.0767	183.5533	84.9489	277.5622	55.8978	198.5044	215.8767	23.7056	127.6656	291.8522	371.2622	303.6078	113.5967	218.6778	153.5278	103.4356	39.2033	210.0533	120.3878	134.4867	158.8933	102.3922	230.5489	335.56	76.9367	192.6489	131.2444	133.71	131.5911	223.6833	332.4933	135.3033	241.1311	357.2256	133.8556	78.5378	236.3722	327.6222
ko00121	1050.23	991.05	1976.69	1318.71	212.53	1699.26	253.69	1270.38	1343.84	1070.29	515.18	1514.85	2167.43	1491.49	1117.76	1270.38	344.39	2358.29	1278.41	533.47	5081.17	2322.33	1468.07	1119.86	1126.32	1477.51	355.23	1747.73	866.07	803.51	1007.56	646.98	1733.03	1512.41	1032.26	1192.92	1105.2	620.36	1380.28	968.54	1494.55	552.03	1111.87	1169.42	1080.36	705.81	1376.31	433.1	1020.88	1630.54	1809.59	1683.69	1642.98	764.54	2498.06	503.08	1786.54	1939.89	213.35	1145.99	2626.67	3341.36	2732.47	1020.37	1968.1	1381.75	926.42	351.83	1890.48	1083.49	1207.88	1430.04	919.53	2074.94	3017.04	688.43	1733.84	1180.2	1203.39	1184.32	2013.15	2990.44	1217.73	2169.18	3212.03	1204.7	706.84	2127.35	2948.6
ko00130	257.3145	333.958	448.8665	227.603	400.036	109.3765	404.99	237.0455	155.441	123.964	151.171	177.521	209.921	179.202	150.1165	164.0275	325.006	214.532	150.449	140.2995	718.6145	250.222	231.243	94.799	126.6965	161.322	108.2665	246.6505	310.4915	266.1235	124.861	96.691	163.2695	217.074	284.544	293.4785	259.8095	136.4095	228.3965	230.8355	191.5475	192.344	216.9095	170.9685	109.267	159.2235	160.8465	424.962	248.5565	310.2915	470.2605	323.833	365.341	644.5915	508.0185	506.685	140.848	462.038	351.4335	157.419	613.562	538.396	446.08	450.912	452.2625	432.5175	168.071	594.619	369.597	241.3615	295.928	349.8425	355.9645	452.571	640.229	295.0365	307.823	325.45	305.7165	397.8735	522.82	585.0815	273.1115	243.6145	498.53	290.644	732.344	385.286	429.1235
ko00140	10.0117	14.9122	151.1389	41.6878	49.4611	4.935	47.5383	8.21	3.6294	7.9122	10.3706	4.1267	4.0806	9.2594	7.9422	6.8656	32.7233	9.565	7.2844	1.1483	27.8367	54.1806	5.3522	1.8161	6.2594	4.5606	2.2533	65.46	28.785	23.1444	13.8239	1.8811	0.2889	2.0878	1.8144	2.9783	5.5939	1.6761	18.4678	10.3128	7.7333	14.2083	12.5522	7.3706	1.935	3.5722	15.17	61.9822	32.4878	56.4483	62.9661	76.3283	65.3361	39.8767	96.8972	59.5833	6.1928	140.8533	2.6528	4.5017	138.6539	145.2817	104.8817	79.5117	147.675	47.1433	3.7689	19.2544	67.4928	50.3517	68.4472	63.8411	50.4278	102.8206	207.3206	23.7867	61.2111	57.4006	37.395	61.55	123.9239	184.5761	38.3794	57.3306	100.3322	68.7611	189.6667	76.67	136.6606
ko00190	366.9994	422.9846	541.9371	556.9357	314.3465	556.5879	303.7482	521.1297	548.9591	437.3788	400.9819	349.2305	481.6761	412.8375	558.8309	386.5922	362.0378	572.9792	495.6765	413.0107	431.861	551.7327	577.5879	506.5797	355.1951	495.1472	205.7322	545.9619	371.9229	404.4409	376.0885	365.8052	494.522	518.9772	439.9988	388.3536	349.6394	338.5488	527.8621	468.6594	394.832	359.2257	382.8716	461.6623	436.4299	345.1707	534.5551	340.5192	352.2223	500.3094	585.8542	490.9225	598.7263	594.4483	611.5665	370.8968	491.572	430.0149	307.455	226.1623	686.9615	661.0969	670.4085	407.848	631.9136	390.1878	633.0917	356.9808	559.0247	316.278	341.6581	568.2973	389.5911	538.2766	673.1818	370.5545	532.9592	367.367	456.8848	447.6101	495.1211	657.9134	439.168	602.6889	600.8282	324.8043	636.2193	557.8979	624.2788
ko00195	579.9644	657.9856	549.1275	0.0	339.18	873.3175	0.0	781.2738	0.0	627.6725	564.7113	591.6975	0.0	643.815	811.5413	0.0	0.0	0.0	0.0	604.01	0.0	737.2625	836.8075	0.0	0.0	0.0	358.8703	0.0	0.0	508.2487	564.3194	577.3019	790.6475	766.4587	0.0	637.9631	571.555	0.0	0.0	619.8113	698.8363	0.0	0.0	634.3538	617.3181	549.7225	0.0	343.9313	497.1466	0.0	0.0	545.5912	554.6575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	804.4462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko00196	2.2857	0.5714	2.8571	0.0	0.5714	9.7143	0.0	50.2857	0.0	0.5714	1.1429	4.5714	0.0	5.7143	0.5714	0.0	0.0	0.0	0.0	1.1429	0.0	4.5714	1.1429	0.0	0.0	0.0	1.7143	0.0	0.0	2.2857	0.5714	1.7143	1.1429	0.5714	0.0	0.5714	1.1429	0.0	0.0	1.7143	0.5714	0.0	0.0	1.1429	1.1429	4.0	0.0	1.7143	1.1429	0.0	0.0	6.8571	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko00230	866.4939	1017.8862	963.9238	1077.088	481.9907	1207.7187	484.0214	1097.5576	1099.4848	949.0593	872.9508	826.5827	1111.9246	958.4516	1210.7658	991.0161	622.7945	1091.3345	1080.0803	977.2708	1288.1484	1157.1331	1180.6856	1134.829	904.5502	1126.8676	604.5781	1096.2423	819.3281	777.1571	834.2767	875.8627	1227.1263	1155.0703	1014.2882	949.46	968.1032	802.9372	1011.6024	1020.8061	1026.0687	767.5103	927.2957	1020.9696	1002.9813	831.7249	1033.875	515.0402	777.0572	934.5199	1115.4087	875.1503	1060.758	1004.8508	985.6063	654.8009	1107.865	732.765	630.5945	603.7083	1175.0147	1079.2712	1065.2802	640.3693	1017.1576	648.3895	1417.9103	723.5942	1084.1803	603.4325	720.627	1085.1253	684.603	937.2696	1035.0918	726.174	940.6054	669.3893	854.7133	958.3187	805.0908	1084.0948	794.2567	1068.1994	1163.6383	707.8213	1155.8565	977.185	1084.5046
ko00240	1081.1549	1295.0707	1228.1296	1460.7941	631.2303	1585.996	641.4723	1390.68	1305.9967	1208.6025	1123.8296	1053.0229	1440.3192	1223.4817	1533.5824	1249.1012	807.8804	1354.5643	1420.8171	1227.8501	1595.5905	1495.3735	1520.8812	1491.0165	1144.4979	1383.7128	788.498	1419.0945	1066.5607	965.3865	1056.4073	1106.5648	1513.6735	1522.2843	1285.76	1207.8597	1201.5624	1011.6745	1229.0528	1346.7135	1297.8335	985.9392	1188.6995	1325.5041	1261.7979	1058.3468	1325.9588	686.3996	1022.3713	1263.0443	1504.3732	1134.1345	1386.8763	1409.4499	1377.74	845.8931	1387.0527	1033.8497	831.3417	776.9457	1537.7556	1435.1117	1511.3416	858.5789	1346.264	864.7751	1642.464	919.2817	1438.2343	814.2755	953.0672	1442.9189	912.2836	1278.3028	1354.0531	929.6647	1295.3807	897.5415	1154.2805	1280.7132	1062.4608	1441.8907	1084.5291	1469.2365	1553.486	932.3648	1533.3027	1336.7977	1477.5145
ko00250	1497.3956	1803.6074	2067.9241	2219.5067	910.0378	2287.6667	888.2937	1906.9904	1980.8785	1770.0952	1617.9619	1580.0626	2065.3085	1799.5107	2365.6926	1857.4274	1187.3533	2106.1422	2055.4726	1782.2663	2131.9996	2316.2307	2554.4456	2110.24	1731.9933	2130.5252	886.693	2319.3033	1444.3459	1371.5041	1572.1059	1510.5604	2154.5515	2084.7159	1730.7252	1763.2133	1486.1296	1402.0196	1930.4856	1897.5859	1849.1715	1351.4067	1654.0759	1870.5696	1844.9467	1383.83	1961.5026	984.7574	1380.0204	1893.9052	2198.8089	1859.2704	2177.1444	1862.5263	2186.7341	1131.8319	2114.1396	1587.7389	1263.1081	1116.0044	2616.4341	2564.3981	2397.0667	1341.137	2308.0167	1521.1507	2682.0004	1543.2552	2205.557	1253.4574	1363.2719	2225.1226	1658.2437	2054.8719	2571.0052	1386.0533	2008.3681	1427.1207	1822.9563	1817.96	2069.4274	2610.7522	1741.9874	2220.4411	2417.5567	1350.4167	2180.6489	2114.0096	2521.5337
ko00260	991.0656	1004.1279	1227.5374	1356.4306	657.0035	1375.6435	662.7682	1201.0776	1210.9124	1085.7582	1038.455	949.295	1233.5909	1108.5926	1430.4556	1106.3991	785.9009	1281.6997	1291.8515	1108.8379	1011.0241	1388.9644	1327.7074	1265.1862	1055.71	1285.0271	632.5285	1330.4088	1013.5903	972.8924	955.9588	992.7371	1258.4603	1337.2335	1168.0585	1136.3994	892.8197	968.8291	1155.3047	1218.2112	1144.8944	895.8879	1040.1082	1205.1906	1135.6835	855.9371	1184.7721	692.9165	892.1806	1207.7232	1417.8529	1100.2115	1297.1682	1241.3559	1254.3191	830.9003	1281.5635	974.1576	775.5032	591.5118	1460.0471	1355.1144	1341.1503	856.3603	1365.3956	819.1676	1562.4506	935.2015	1364.7568	746.6179	806.6832	1353.9044	890.4197	1162.9229	1373.5279	911.8621	1192.2415	804.2226	1061.0121	1080.6688	1082.0709	1446.1035	1001.1924	1333.3288	1282.9153	793.4129	1487.7768	1210.3524	1414.2759
ko00270	1273.1018	1370.7745	1423.24	1739.9282	695.6312	1899.0391	722.3348	1557.9282	1646.3606	1443.8012	1355.9318	1291.8118	1685.4539	1499.4252	1844.9839	1488.8679	962.9282	1790.8733	1646.2085	1526.3	1644.2488	1811.7982	1783.5309	1631.2064	1416.2679	1746.3848	824.6961	1806.9424	1225.8985	1152.1327	1298.5127	1300.8567	1708.0512	1765.843	1521.3864	1463.4055	1182.3464	1200.6042	1567.7876	1637.8924	1503.6906	1116.9764	1291.7482	1565.9536	1488.6142	1206.8212	1604.1736	775.9688	1076.9815	1460.4939	1639.2376	1338.8464	1554.3064	1253.9239	1449.1097	916.6685	1717.1142	1141.1388	949.367	930.3148	1598.1133	1565.3785	1672.7048	944.9182	1506.1333	900.7876	2044.6839	1070.0927	1621.6473	884.9973	961.06	1627.3858	1010.3752	1382.2858	1408.7079	1155.3348	1467.7955	943.8288	1268.2973	1322.1348	1140.6997	1612.9503	1231.5552	1715.9079	1631.5618	940.3315	1797.01	1559.0785	1648.4215
ko00280	292.1638	307.7252	507.1852	364.7645	310.9576	322.4028	316.1955	349.8683	253.2231	258.7324	267.339	262.5686	318.4397	292.8648	325.8355	293.5338	272.6859	266.0562	323.0779	273.5076	368.5576	364.7555	324.9303	284.4531	300.6966	311.5959	199.1379	347.929	350.6066	361.6003	243.6438	233.8645	309.3162	360.3407	353.6938	314.8286	308.6145	246.3348	270.2628	334.3107	340.6814	248.621	272.8572	354.6828	289.6066	291.2141	270.4876	314.3593	299.06	379.1197	441.551	342.6679	355.0755	489.6759	445.6317	333.8348	326.0741	369.2959	181.8734	232.6552	474.4186	475.4634	444.9714	370.1062	502.819	268.3479	335.1545	231.8221	449.6631	265.4745	300.68	398.0407	258.1831	411.4483	499.0003	279.2086	372.659	253.081	271.9938	401.3059	369.2838	554.4731	296.4507	406.0552	562.2259	290.1928	1791.3828	389.8417	457.0048
ko00281	77.8837	26.875	0.0	62.2138	0.0	0.0	0.0	49.7312	0.0	8.7362	13.595	18.7062	11.6425	17.6188	18.1688	1.9062	0.0	19.845	0.0	2.5662	8.1425	67.4588	13.675	0.0	1.5	13.24	5.3688	78.7762	98.56	54.5325	22.9338	0.0	1.15	18.915	111.625	23.8125	0.0	10.75	10.0312	22.3075	15.9525	22.4688	21.3875	43.7275	0.0	0.0	0.0	0.0	0.0	85.6112	0.0	0.0	147.7988	253.0762	173.9775	36.1562	16.0575	148.5275	41.0938	28.7313	0.0	202.895	152.3512	80.0825	170.8813	112.95	10.5012	126.7238	108.66	80.2475	84.0025	87.07	67.6238	176.96	215.4825	13.29	90.59	101.5888	67.4838	144.7725	153.7775	239.2025	83.1975	82.3563	292.765	83.0512	727.5	88.2162	164.4575
ko00290	2139.4936	2391.87	2423.6136	2898.4591	1479.1191	3513.2036	1489.6118	2721.6927	3048.9518	2548.4409	2399.9773	2282.0073	2845.0982	2595.4309	3518.7482	2457.4445	1791.4455	3091.88	3030.7564	2614.5682	2392.6527	3198.6245	3270.4918	2973.3109	2496.3518	3084.8318	1266.7091	2753.2082	2017.7091	2087.0255	2179.94	2282.3364	3051.2773	3080.2745	2535.7445	2642.0555	2021.4227	2250.6545	2785.3945	2749.4373	2677.8691	2137.5109	2426.8145	2599.0082	2652.94	1943.6727	2794.7055	1475.4236	1853.0027	2401.0818	2926.0627	2297.4018	2835.0227	2614.3745	2426.9382	1796.2809	3183.2455	1971.7136	1519.7345	1280.6318	2429.0064	2479.9691	2764.32	1684.8491	2538.0409	1384.1064	3735.5609	1891.8673	2554.8227	1275.8273	1232.7573	2802.4873	1760.6291	2246.8627	2389.9	2042.16	2410.0091	1507.9773	2080.7927	2012.7418	1912.2673	2610.3355	1988.1445	2820.4845	2601.0109	1184.0473	3096.5018	2477.1645	2622.2764
ko00300	1582.3805	2129.584	1775.67	2102.7225	916.9405	2341.072	939.3535	2043.3655	2309.521	1880.1275	1777.532	1657.4145	2212.2025	1933.38	2448.857	2037.9025	1322.852	2391.739	2095.752	2004.7955	2548.2	2338.7845	2553.9045	2112.618	1919.8205	2437.3545	994.1485	2246.087	1491.916	1500.369	1664.8355	1673.993	2284.5605	2236.7075	1888.637	1893.4525	1485.4295	1631.8065	2155.4195	2006.1915	2015.1575	1456.596	1795.779	2024.683	1970.1855	1397.889	2143.3965	1056.976	1345.1035	1797.402	2050.666	1661.1815	2072.2	1596.186	1794.0635	1144.544	2272.233	1441.7025	1175.1495	1068.6405	2055.394	1966.5845	2029.344	1194.9785	1905.3575	1123.396	2638.77	1373.4825	2021.1525	1094.587	1286.707	2021.881	1312.667	1747.8645	1858.5645	1479.5155	1807.7605	1201.9355	1604.995	1649.454	1471.581	2039.841	1507.3485	2026.613	2103.777	1260.6795	2263.102	1835.7625	1991.939
ko00310	154.1115	174.123	217.1978	198.8119	118.8622	202.8759	116.633	199.6959	159.1467	157.0348	137.7144	121.6852	168.7311	143.7678	192.0496	158.3781	151.9456	173.4996	176.443	147.5696	126.3193	138.4641	195.4789	198.4767	181.9919	204.4022	75.4015	170.003	177.0107	161.7567	125.1878	110.2233	170.2456	183.7207	183.5244	156.963	115.6	115.57	152.6193	197.7115	208.4444	127.7015	129.3274	191.3452	178.8344	172.6285	163.3626	163.0215	130.9837	163.4907	172.3811	154.0404	122.4078	139.6541	184.8133	145.2007	210.4859	162.9011	68.1778	115.0226	193.5681	190.5052	208.2922	142.3115	200.6167	111.7537	211.413	77.8085	184.9841	114.4415	111.2663	182.7674	112.3152	171.3093	190.5378	150.3737	161.8607	119.7885	142.1015	224.16	148.9544	208.6126	150.3641	192.6733	264.7967	105.0237	886.6974	171.9656	177.4948
ko00311	53.7643	18.7129	30.4143	50.5429	14.1971	106.1029	23.0886	84.0614	46.2486	45.64	63.9529	38.05	68.2643	25.1143	14.9071	42.8771	5.1529	33.7943	66.1886	68.7557	227.4686	27.7714	33.8571	68.5057	51.3143	43.3429	88.5886	32.2571	63.2971	37.7429	61.2286	97.3586	20.38	50.2243	142.4371	78.3186	67.8071	78.9257	10.6857	58.6771	58.8857	81.9343	51.7529	27.4243	42.6529	78.2129	109.0486	12.14	61.2943	45.5457	33.8071	35.3829	20.5529	11.9614	77.2186	10.8371	24.39	68.0643	8.2	28.4686	10.5971	55.2071	127.1343	12.61	9.9143	2.5471	119.8014	19.1371	27.2671	21.6186	10.7386	27.1229	1.7	33.3614	10.56	8.8986	77.9229	11.0686	30.9543	12.6929	2.8571	4.9286	40.24	95.1929	7.8771	6.8	190.5514	113.3857	67.6571
